rank,finalWorth,category,personName,age,country,source,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country
1312,2300,Food & Beverage,Clayton Mathile,82,United States,Pet food,Food & Beverage,E,M,1/11/1941 0:00,"$21,427,700,000,000.00",78.5,36.6
1312,2300,Fashion & Retail,Mi Enhua,65,China,Retail,Fashion & Retail,D,M,4/1/1958 0:00,"$19,910,000,000,000.00",77,59.2
1312,2300,Food & Beverage,Vadim Moshkovich,55,Russia,"Agriculture, land",Food & Beverage,U,M,4/6/1967 0:00,"$1,699,876,578,871.00",72.7,46.2
1312,2300,Food & Beverage,David Murdock,99,United States,"Dole, real estate",Food & Beverage,E,M,4/10/1923 0:00,"$21,427,700,000,000.00",78.5,36.6
1312,2300,Fashion & Retail,David Nahmad,75,United States,Art collection,Fashion & Retail,U,M,4/14/1947 0:00,"$21,427,700,000,000.00",78.5,36.6
1312,2300,Finance & Investments,Lirio Parisotto,69,Brazil,Investments,Finance & Investments,D,M,12/18/1953 0:00,"$1,839,758,040,766.00",75.7,65.1
1312,2300,Food & Beverage,Augusto Perfetti,,Switzerland,Candy,Food & Beverage,Split Family Fortune,M,,"$703,082,435,360.00",83.6,28.8
1312,2300,Food & Beverage,Giorgio Perfetti,,Switzerland,Candy,Food & Beverage,Split Family Fortune,M,,"$703,082,435,360.00",83.6,28.8
1312,2300,Fashion & Retail,Alberto Prada,69,Italy,Luxury goods,Fashion & Retail,U,M,2/21/1954 0:00,"$2,001,244,392,042.00",82.9,59.1
1312,2300,Fashion & Retail,Marina Prada,77,Italy,Luxury goods,Fashion & Retail,U,F,7/14/1945 0:00,"$2,001,244,392,042.00",82.9,59.1
1312,2300,Diversified,Filiz Sahenk,56,Turkey,Diversified,Diversified,U,F,2/14/1967 0:00,"$754,411,708,203.00",77.4,42.3
1312,2300,Food & Beverage,Richard Sands,72,United States,Liquor,Food & Beverage,Split Family Fortune,M,3/3/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
1312,2300,Finance & Investments,Stephan Schmidheiny,75,Switzerland,Investments,Finance & Investments,E,M,10/29/1947 0:00,"$703,082,435,360.00",83.6,28.8
1312,2300,Healthcare,Alberto Siccardi & family,78,Switzerland,Medical devices,Healthcare,D,M,5/1/1944 0:00,"$703,082,435,360.00",83.6,28.8
1312,2300,Real Estate,Stefan Soloviev,47,United States,"Real estate, grains",Real Estate,N,M,5/21/1975 0:00,"$21,427,700,000,000.00",78.5,36.6
1312,2300,Fashion & Retail,Tang Yiu,89,Hong Kong,Fashion retail,Fashion & Retail,D,M,4/1/1934 0:00,,,
1312,2300,Technology,Tian Ming,69,China,Measuring instruments,Technology,U,M,12/20/1953 0:00,"$19,910,000,000,000.00",77,59.2
1312,2300,Finance & Investments,T.Y. Tsai,70,Taiwan,Finance,Finance & Investments,D,M,1/1/1953 0:00,,,
1312,2300,Technology,Jayshree Ullal,62,United States,Computer networking,Technology,U,F,3/27/1961 0:00,"$21,427,700,000,000.00",78.5,36.6
1312,2300,Finance & Investments,Georg von Opel,56,United Kingdom,"Real estate, investments",Finance & Investments,U,M,5/4/1966 0:00,"$2,827,113,184,696.00",81.3,30.6
1312,2300,Real Estate,Lang Walker,77,Australia,Real estate,Real Estate,U,M,7/5/1945 0:00,"$1,392,680,589,329.00",82.7,47.4
1312,2300,Manufacturing,Xicheng Wang & family,74,China,Tires,Manufacturing,D,M,11/1/1948 0:00,"$19,910,000,000,000.00",77,59.2
1312,2300,Real Estate,Wang Zhenhua,61,China,Real estate,Real Estate,D,M,3/1/1962 0:00,"$19,910,000,000,000.00",77,59.2
1312,2300,Food & Beverage,Paul-Heinz Wesjohann & family,79,Germany,Chicken processing,Food & Beverage,D,M,5/25/1943 0:00,"$3,845,630,030,824.00",80.9,48.8
1312,2300,Fashion & Retail,Xie Bingkun & family,56,China,Pearlescent pigments,Fashion & Retail,U,M,8/25/1966 0:00,"$19,910,000,000,000.00",77,59.2
1312,2300,Manufacturing,Xu Shugen,57,China,"Construction, mining machinery",Manufacturing,U,M,6/12/1965 0:00,"$19,910,000,000,000.00",77,59.2
1312,2300,Healthcare,Christoph Zeller,65,Liechtenstein,Dental materials,Healthcare,E,M,5/4/1957 0:00,"$6,552,858,739.00",83,21.6
1312,2300,Manufacturing,Zhang Jingzhang & family,87,China,Precision machinery,Manufacturing,U,M,1/1/1936 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Real Estate,George Argyros & family,86,United States,"Real estate, investments",Real Estate,D,M,2/4/1937 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Finance & Investments,Brian Armstrong,40,United States,Cryptocurrency,Finance & Investments,D,M,1/25/1983 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Energy,Albert Avdolyan,52,Russia,"Oil, mining",Energy,R,M,11/8/1970 0:00,"$1,699,876,578,871.00",72.7,46.2
1368,2200,Diversified,Sezai Bacaksiz,73,Turkey,Diversified,Diversified,U,M,7/27/1949 0:00,"$754,411,708,203.00",77.4,42.3
1368,2200,Technology,Aneel Bhusri,57,United States,Business software,Technology,D,M,2/4/1966 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Fashion & Retail,Brett Blundy,63,Bahamas,"Retail, agribusiness",Fashion & Retail,E,M,1/17/1960 0:00,,,
1368,2200,Finance & Investments,J. Hyatt Brown,85,United States,Insurance,Finance & Investments,D,M,7/12/1937 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Finance & Investments,Chen Jinxia,55,China,Investments,Finance & Investments,D,F,3/28/1968 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Healthcare,Chen Xueli,71,China,Pharmaceuticals,Healthcare,U,M,10/1/1951 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Finance & Investments,Dermot Desmond,72,Ireland,Finance,Finance & Investments,U,M,7/1/1950 0:00,,,
1368,2200,Healthcare,Dong Wei,52,China,Pharmaceuticals,Healthcare,D,M,1/1/1971 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Fashion & Retail,Tom Ford,61,United States,Fashion,Fashion & Retail,N,M,8/27/1961 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Food & Beverage,Fu Guangming & family,69,China,Poultry,Food & Beverage,U,M,10/2/1953 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Finance & Investments,Noam Gottesman,61,United States,Hedge funds,Finance & Investments,D,M,5/24/1961 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Finance & Investments,Jeffrey Gundlach,64,United States,Investments,Finance & Investments,E,M,1/1/1959 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Healthcare,Hao Hong,67,China,Pharmaceuticals,Healthcare,D,M,1/1/1956 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Automotive,Shmuel Harlap,78,Israel,Automotive,Automotive,U,M,11/13/1944 0:00,"$395,098,666,122.00",82.8,25.3
1368,2200,Technology,Hans-Werner Hector,83,Germany,SAP,Technology,D,M,1/17/1940 0:00,"$3,845,630,030,824.00",80.9,48.8
1368,2200,Healthcare,Lutz Mario Helmig & family,76,Germany,Hospitals,Healthcare,U,M,8/29/1946 0:00,"$3,845,630,030,824.00",80.9,48.8
1368,2200,Real Estate,Chulong Huang,64,China,Real estate,Real Estate,D,M,1/1/1959 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Finance & Investments,Thomas James,80,United States,Finance,Finance & Investments,U,M,5/10/1942 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Fashion & Retail,James Jannard,73,United States,Sunglasses,Fashion & Retail,D,M,6/8/1949 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Automotive,Willis Johnson,75,United States,Damaged cars,Automotive,U,M,5/26/1947 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Fashion & Retail,Lai Shixian,48,China,Sports apparel,Fashion & Retail,U,M,1/1/1975 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Finance & Investments,Chris Larsen,62,United States,Cryptocurrency,Finance & Investments,D,M,6/15/1960 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Fashion & Retail,Solomon Lew,78,Australia,Retail,Fashion & Retail,D,M,3/22/1945 0:00,"$1,392,680,589,329.00",82.7,47.4
1368,2200,Diversified,Liang Xinjun,54,Singapore,Conglomerate,Diversified,E,M,10/1/1968 0:00,"$372,062,527,489.00",83.1,21
1368,2200,Diversified,Harald Link,68,Thailand,Diversified,Diversified,U,M,1/12/1955 0:00,"$543,649,976,166.00",76.9,29.5
1368,2200,Technology,Max Lytvyn,43,United States,Software,Technology,D,M,1/1/1980 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Energy,Igor Makarov,60,United States,Investments,Energy,U,M,4/15/1962 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Finance & Investments,Howard Marks,76,United States,Private equity,Finance & Investments,E,M,4/23/1946 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Finance & Investments,Charles Munger,99,United States,Berkshire Hathaway,Finance & Investments,D,M,1/1/1924 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Real Estate,Adam Neumann,44,United States,WeWork,Real Estate,U,M,4/1/1979 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Diversified,Thi Phuong Thao Nguyen,52,Vietnam,Airlines,Diversified,D,F,6/7/1970 0:00,"$261,921,244,843.00",75.3,37.6
1368,2200,Food & Beverage,Ni Yongpei & family,71,China,Beverages,Food & Beverage,D,M,1/23/1952 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Manufacturing,Heloise Pratt,60,Australia,"Manufacturing, investment",Manufacturing,D,F,9/13/1962 0:00,"$1,392,680,589,329.00",82.7,47.4
1368,2200,Technology,Qi Xiangdong,52,China,Software,Technology,U,M,10/1/1970 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Technology,Phillip T. (Terry) Ragon,73,United States,Health IT,Technology,U,M,6/1/1949 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Healthcare,Prathap Reddy,91,India,Healthcare,Healthcare,D,M,2/5/1932 0:00,"$2,611,000,000,000.00",69.4,49.7
1368,2200,Sports,Jerry Reinsdorf,87,United States,Sports teams,Sports,U,M,2/25/1936 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Technology,Chad Richison,52,United States,Payroll processing,Technology,D,M,10/10/1970 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Fashion & Retail,"Karl Scheufele, III. & family",84,Switzerland,Jewelry,Fashion & Retail,U,M,1/1/1939 0:00,"$703,082,435,360.00",83.6,28.8
1368,2200,Healthcare,Alice Schwartz,96,United States,Biotech,Healthcare,U,F,7/2/1926 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Technology,Alex Shevchenko,43,Canada,Software,Technology,D,M,1/1/1980 0:00,"$1,736,425,629,520.00",81.9,24.5
1368,2200,Technology,Kavitark Ram Shriram,66,United States,"Venture capital, Google",Technology,D,M,1/21/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Real Estate,Jeffrey Soffer,55,United States,Real estate,Real Estate,N,M,12/13/1967 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Technology,William Stone,67,United States,Software,Technology,D,M,4/9/1955 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Finance & Investments,Henry Swieca,65,United States,Hedge funds,Finance & Investments,U,M,5/9/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Diversified,Harley Sy,63,Philippines,Diversified,Diversified,D,M,6/1/1959 0:00,"$376,795,508,680.00",71.1,43.1
1368,2200,Diversified,Teresita Sy-Coson,72,Philippines,Diversified,Diversified,D,F,10/1/1950 0:00,"$376,795,508,680.00",71.1,43.1
1368,2200,Real Estate,Katsumi Tada,77,Japan,Real estate,Real Estate,D,M,7/12/1945 0:00,"$5,081,769,542,380.00",84.2,46.7
1368,2200,Manufacturing,Tang Jinkui & family,67,China,"Textiles, petrochemicals",Manufacturing,D,M,9/19/1955 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Technology,Tang Xiao'ou,55,China,Software,Technology,D,M,1/1/1968 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Fashion & Retail,Lottie Tham & family,73,Sweden,H&M,Fashion & Retail,D,F,4/18/1949 0:00,"$530,832,908,738.00",82.5,49.1
1368,2200,Healthcare,Shamsheer Vayalil,46,United Arab Emirates,Healthcare,Healthcare,R,M,1/11/1977 0:00,"$421,142,267,938.00",77.8,15.9
1368,2200,Technology,Radha Vembu,50,India,Business software,Technology,U,F,12/24/1972 0:00,"$2,611,000,000,000.00",69.4,49.7
1368,2200,Fashion & Retail,Wang Wenmo,66,China,Sports apparel,Fashion & Retail,U,M,1/1/1957 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Service,Wang Zhenghua,78,China,Budget airline,Service,U,M,4/25/1944 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Food & Beverage,David Wertheim,65,Israel,Coca-Cola Israel,Food & Beverage,D,M,1/1/1958 0:00,"$395,098,666,122.00",82.8,25.3
1368,2200,Energy,Kai Wu,55,China,Batteries,Energy,D,M,1/1/1968 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Food & Beverage,Xu Yingzhuo,55,China,Agribusiness,Food & Beverage,D,M,1/1/1968 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Manufacturing,Yeung Kin-man,59,Hong Kong,Electronics,Manufacturing,D,M,4/1/1964 0:00,,,
1368,2200,Logistics,Huijiao Yu,57,China,Package delivery,Logistics,D,M,4/1/1966 0:00,"$19,910,000,000,000.00",77,59.2
1368,2200,Finance & Investments,Oren Zeev,58,United States,Investments,Finance & Investments,D,M,9/23/1964 0:00,"$21,427,700,000,000.00",78.5,36.6
1368,2200,Manufacturing,Clayton Zekelman,54,Canada,Steel,Manufacturing,U,M,1/1/1969 0:00,"$1,736,425,629,520.00",81.9,24.5
1368,2200,Energy,Zhao Fenggang,57,China,Batteries,Energy,D,M,1/1/1966 0:00,"$19,910,000,000,000.00",77,59.2
1434,2100,Metals & Mining,Alex Beard,55,United Kingdom,"Mining, commodities",Metals & Mining,D,M,8/3/1967 0:00,"$2,827,113,184,696.00",81.3,30.6
1434,2100,Food & Beverage,Travis Boersma,52,United States,Coffee,Food & Beverage,D,M,1/1/1971 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Construction & Engineering,Martin Bouygues,,France,"Construction, media",Construction & Engineering,Split Family Fortune,M,,"$2,715,518,274,227.00",82.5,60.7
1434,2100,Construction & Engineering,Olivier Bouygues,72,,"Construction, media",Construction & Engineering,Split Family Fortune,M,9/14/1950 0:00,,,
1434,2100,Gambling & Casinos,William Boyd & family,91,United States,"Casinos, banking",Gambling & Casinos,D,M,11/4/1931 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Food & Beverage,Anand Burman,70,India,Consumer goods,Food & Beverage,D,M,5/5/1952 0:00,"$2,611,000,000,000.00",69.4,49.7
1434,2100,Manufacturing,Cao Ji,71,China,Manufacturing,Manufacturing,D,M,1/1/1952 0:00,"$19,910,000,000,000.00",77,59.2
1434,2100,Technology,Bruce Cheng,86,Taiwan,Electronics,Technology,E,M,11/3/1936 0:00,,,
1434,2100,Technology,Chi Yufeng,52,China,Software,Technology,U,M,1/1/1971 0:00,"$19,910,000,000,000.00",77,59.2
1434,2100,Energy,Daniel Chiu,62,Hong Kong,Oil & gas,Energy,U,M,11/30/1960 0:00,,,
1434,2100,Healthcare,Beda Diethelm,82,Switzerland,Hearing aids,Healthcare,D,M,1/1/1941 0:00,"$703,082,435,360.00",83.6,28.8
1434,2100,Fashion & Retail,Domenico Dolce,64,Italy,Luxury goods,Fashion & Retail,U,M,8/13/1958 0:00,"$2,001,244,392,042.00",82.9,59.1
1434,2100,Technology,Ralph Dommermuth,59,Germany,Internet service provider,Technology,D,M,11/19/1963 0:00,"$3,845,630,030,824.00",80.9,48.8
1434,2100,Diversified,Georgi Domuschiev,50,United Kingdom,"Animal health, investments",Diversified,U,M,8/6/1972 0:00,"$2,827,113,184,696.00",81.3,30.6
1434,2100,Diversified,Kiril Domuschiev,53,United Kingdom,"Animal health, investments",Diversified,U,M,4/18/1969 0:00,"$2,827,113,184,696.00",81.3,30.6
1434,2100,Real Estate,Bob Ell,78,Australia,Real estate,Real Estate,E,M,12/22/1944 0:00,"$1,392,680,589,329.00",82.7,47.4
1434,2100,Energy,Paul Foster,65,United States,Oil refining,Energy,U,M,10/8/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Fashion & Retail,Stefano Gabbana,60,Italy,Luxury goods,Fashion & Retail,U,M,11/14/1962 0:00,"$2,001,244,392,042.00",82.9,59.1
1434,2100,Manufacturing,Xingjiang Gao,59,China,Steel,Manufacturing,D,M,11/1/1963 0:00,"$19,910,000,000,000.00",77,59.2
1434,2100,Energy,Gordon Getty,89,United States,Getty Oil,Energy,E,M,12/20/1933 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Energy,Kamal Ghaffarian,64,United States,"Space, energy",Energy,N,M,4/28/1958 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Healthcare,Dennis Gillings,78,United States,Clinical trials,Healthcare,E,M,4/25/1944 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Diversified,Harsh Goenka,65,India,Diversified,Diversified,E,M,12/10/1957 0:00,"$2,611,000,000,000.00",69.4,49.7
1434,2100,Diversified,Sanjiv Goenka,62,India,Diversified,Diversified,D,M,1/29/1961 0:00,"$2,611,000,000,000.00",69.4,49.7
1434,2100,Real Estate,Jane Goldman,67,United States,Real estate,Real Estate,D,F,7/29/1955 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Fashion & Retail,Stein Erik Hagen,66,Norway,Consumer goods,Fashion & Retail,D,M,7/22/1956 0:00,"$403,336,363,636.00",82.8,36.2
1434,2100,Real Estate,Bahaa Hariri,56,Switzerland,"Real estate, investments",Real Estate,E,M,4/26/1966 0:00,"$703,082,435,360.00",83.6,28.8
1434,2100,Fashion & Retail,Hortensia Herrero,72,Spain,Supermarkets,Fashion & Retail,D,F,5/20/1950 0:00,"$1,394,116,310,769.00",83.3,47
1434,2100,Diversified,Douglas Hsu,80,Taiwan,Diversified,Diversified,D,M,8/24/1942 0:00,,,
1434,2100,Manufacturing,Huang Min,49,China,Machinery,Manufacturing,U,M,7/1/1973 0:00,"$19,910,000,000,000.00",77,59.2
1434,2100,Technology,Jared Isaacman,40,United States,Payment processing,Technology,U,M,2/11/1983 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Technology,Eugene Kaspersky,57,Russia,Software,Technology,U,M,10/4/1965 0:00,"$1,699,876,578,871.00",72.7,46.2
1434,2100,Fashion & Retail,Artem Khachatryan,48,Cyprus,Retail,Fashion & Retail,R,M,1/3/1975 0:00,"$24,564,647,935.00",80.8,22.4
1434,2100,Food & Beverage,Andrei Krivenko,47,Russia,Retail,Food & Beverage,N,M,7/25/1975 0:00,"$1,699,876,578,871.00",72.7,46.2
1434,2100,Real Estate,Thomas Kwok,71,Hong Kong,Real estate,Real Estate,U,M,10/6/1951 0:00,,,
1434,2100,Manufacturing,Lam Wai-ying,,Hong Kong,Smartphone screens,Manufacturing,D,F,,,,
1434,2100,Finance & Investments,Marc Lasry,62,United States,Hedge funds,Finance & Investments,U,M,9/23/1960 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Finance & Investments,Christian Latouche & family,82,France,Accounting services,Finance & Investments,D,M,7/18/1940 0:00,"$2,715,518,274,227.00",82.5,60.7
1434,2100,Sports,Theodore Leonsis,67,United States,Sports teams,Sports,U,M,1/8/1956 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Real Estate,Lin Chang Su-O,82,Taiwan,Real estate,Real Estate,D,F,8/1/1940 4:00,,,
1434,2100,Manufacturing,Liu Chengyu & family,60,China,Power supply equipment,Manufacturing,U,M,7/26/1962 0:00,"$19,910,000,000,000.00",77,59.2
1434,2100,Fashion & Retail,Sergey Lomakin,49,Cyprus,Retail,Fashion & Retail,R,M,5/23/1973 0:00,"$24,564,647,935.00",80.8,22.4
1434,2100,Food & Beverage,Daniel Lubetzky,54,United States,Snack bars,Food & Beverage,D,M,9/28/1968 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Technology,Melissa Ma,,China,Internet search,Technology,U,F,,"$19,910,000,000,000.00",77,59.2
1434,2100,Diversified,Anand Mahindra,67,India,Diversified,Diversified,U,M,5/1/1955 0:00,"$2,611,000,000,000.00",69.4,49.7
1434,2100,Fashion & Retail,Rafique Malik,72,India,Footwear,Fashion & Retail,U,M,10/31/1950 0:00,"$2,611,000,000,000.00",69.4,49.7
1434,2100,Diversified,Katarina Martinson,41,Sweden,Investments,Diversified,U,F,5/4/1981 0:00,"$530,832,908,738.00",82.5,49.1
1434,2100,Healthcare,Kiran Mazumdar-Shaw,70,India,Biopharmaceuticals,Healthcare,D,F,3/23/1953 0:00,"$2,611,000,000,000.00",69.4,49.7
1434,2100,Automotive,Nirmal Minda,65,India,Auto parts,Automotive,D,M,11/7/1957 0:00,"$2,611,000,000,000.00",69.4,49.7
1434,2100,Technology,Mu Rongjun,43,China,E-commerce,Technology,D,M,1/1/1980 0:00,"$19,910,000,000,000.00",77,59.2
1434,2100,Manufacturing,Eugene Murtagh,80,Ireland,Building materials,Manufacturing,D,M,6/23/1942 0:00,,,
1434,2100,Finance & Investments,Alexander Nesis,60,Russia,"Metals, banking, fertilizers",Finance & Investments,U,M,12/19/1962 0:00,"$1,699,876,578,871.00",72.7,46.2
1434,2100,Manufacturing,Zugen Ni,66,China,Appliances,Manufacturing,U,M,1/18/1957 0:00,"$19,910,000,000,000.00",77,59.2
1434,2100,Construction & Engineering,Florentino Perez,76,Spain,Construction,Construction & Engineering,U,M,3/8/1947 0:00,"$1,394,116,310,769.00",83.3,47
1434,2100,Metals & Mining,Victor Pinchuk,62,Ukraine,"Steel pipes, diversified",Metals & Mining,U,M,12/14/1960 0:00,"$153,781,069,118.00",71.6,45.2
1434,2100,Technology,Leonid Radvinsky,40,United States,E-commerce,Technology,U,M,5/30/1982 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Technology,Raveendran Byju,41,India,Education technology,Technology,D,M,7/6/1981 0:00,"$2,611,000,000,000.00",69.4,49.7
1434,2100,Construction & Engineering,P.P. Reddy,65,India,Infrastructure,Construction & Engineering,U,M,8/30/1957 0:00,"$2,611,000,000,000.00",69.4,49.7
1434,2100,Fashion & Retail,Richard Saghian,41,United States,Fast fashion,Fashion & Retail,U,M,8/6/1981 0:00,"$21,427,700,000,000.00",78.5,36.6
1434,2100,Healthcare,Shi Yifeng,49,China,Medical cosmetics,Healthcare,U,M,1/1/1974 0:00,"$19,910,000,000,000.00",77,59.2
1434,2100,Finance & Investments,Thaksin Shinawatra,73,United Arab Emirates,Investments,Finance & Investments,U,M,7/26/1949 0:00,"$421,142,267,938.00",77.8,15.9
